Velocidad [RPM],Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
240.00,57.49331272,0.02670867,30.45733342,4.795684667000000,-75.689614667000002,3.25952000,5.00,1497.80000000,15,55,2024
360.00,57.54708641,0.01003251,30.63173130,4.795754000000000,-75.689613167000002,5.46340000,4.00,1496.60000000,15,55,2024
300.00,57.59936428,0.00867017,30.61662655,4.795808167000000,-75.689643333000002,7.59320000,4.00,1496.40000000,15,55,2024
360.00,55.66465672,3.71106585,46.01303970,4.795840333000001,-75.689674667000002,6.42644000,5.00,1496.50000000,15,55,2024
420.00,52.86098589,16.15835363,39.83405012,4.795892000000001,-75.689696999999993,6.27828000,4.00,1493.40000000,15,55,2024
360.00,56.85336705,5.25847473,53.75252072,4.795927833000001,-75.689716000000002,5.79676000,4.00,1489.20000000,15,55,2024
300.00,52.67520292,16.10405525,45.16989573,4.795927833000001,-75.689716000000002,5.79676000,4.00,1488.10000000,15,55,2024
240.00,52.44950078,16.06280105,43.82458048,4.795927833000001,-75.689716000000002,5.79676000,4.00,1488.10000000,15,55,2024
360.00,53.29324014,1.22549823,49.14015275,4.795978667000000,-75.689702832999996,3.12988000,3.00,1485.00000000,15,55,2024
240.00,52.45496416,16.09649396,44.87157796,4.795969833000000,-75.689663499999992,2.20388000,4.00,1482.50000000,15,55,2024
360.00,52.22874063,15.98174571,43.57121023,4.795968167000000,-75.689696166999995,1.77792000,4.00,1482.60000000,15,55,2024
240.00,52.14068642,12.41548123,41.74943841,4.795986000000000,-75.689692332999998,2.31500000,4.00,1482.80000000,15,55,2024
300.00,53.31402413,15.93235931,51.87188630,4.795986500000000,-75.689690999999994,2.42612000,4.00,1482.70000000,15,55,2024
240.00,52.13439864,15.98776460,42.29931936,4.795986500000000,-75.689690999999994,2.42612000,3.00,1485.00000000,15,55,2024
600.00,56.05682691,0.66511523,55.73745099,4.796115667000001,-75.689638333000006,7.01908000,4.00,1483.00000000,15,55,2024
120.00,56.30191230,-0.00605181,30.83669212,4.796102833000000,-75.689650500000000,5.14856000,4.00,1484.20000000,15,55,2024
0.00,56.49163608,0.00000000,30.90372417,4.796082333000001,-75.689657167000010,4.12996000,4.00,1482.90000000,15,55,2024
0.00,56.59616955,-0.01186132,30.74995933,4.796065333000000,-75.689662999999995,3.61140000,4.00,1483.30000000,15,56,2024
0.00,55.40572276,0.00000000,63.18506688,4.796031833000000,-75.689670666999999,2.20388000,4.00,1484.10000000,15,56,2024
420.00,52.12246329,16.04778873,43.54104851,4.796010333000000,-75.689682000000004,2.72244000,3.00,1480.20000000,15,56,2024
420.00,55.02664209,2.29771813,53.85502379,4.795994167000000,-75.689692332999998,3.33360000,4.00,1479.50000000,15,56,2024
300.00,52.12344812,15.95191092,42.01600792,4.795961500000000,-75.689666000000004,2.92616000,3.00,1487.10000000,15,56,2024
240.00,51.96348473,15.93415577,43.94295130,4.795991833000001,-75.689628166999991,4.22256000,4.00,1485.70000000,15,56,2024
360.00,55.66392887,0.91287915,46.98333812,4.796049500000000,-75.689586166999998,6.11160000,4.00,1481.10000000,15,56,2024
180.00,55.82187655,8.68449166,51.02713780,4.796049167000000,-75.689567999999995,4.75964000,4.00,1482.10000000,15,56,2024
240.00,51.97061029,15.89954997,44.48966401,4.796024500000000,-75.689562832999994,2.77800000,4.00,1483.20000000,15,56,2024
300.00,51.81639101,15.90146368,43.49740210,4.796006333000001,-75.689571833000002,2.27796000,4.00,1484.10000000,15,56,2024
240.00,55.09634246,1.42840248,47.33823510,4.796011833000000,-75.689577333000004,2.18536000,4.00,1482.00000000,15,56,2024
240.00,52.29341879,15.90239470,43.73229849,4.796038667000001,-75.689584667000007,3.87068000,4.00,1482.50000000,15,56,2024
300.00,51.79603927,15.91103219,42.93443735,4.796110667000000,-75.689572999999992,6.85240000,3.00,1481.80000000,15,56,2024
360.00,53.03558958,2.93534441,40.43281398,4.796185333000001,-75.689519833000007,7.61172000,3.00,1481.90000000,15,56,2024
180.00,54.78887983,3.79322530,59.45251576,4.796227667000001,-75.689482500000000,8.37104000,3.00,1480.90000000,15,56,2024
300.00,51.78808930,15.90038469,44.13295164,4.796151167000000,-75.689530167000000,3.57436000,4.00,1482.90000000,15,56,2024
180.00,51.69725587,15.88765877,42.39257028,4.796155667000000,-75.689547500000005,4.37072000,4.00,1482.00000000,15,56,2024
360.00,53.83960584,1.91495225,49.58007317,4.796108000000001,-75.689552167000000,1.16676000,4.00,1479.30000000,15,56,2024
180.00,54.65530195,9.99623999,50.42990564,4.796081833000000,-75.689545833000000,1.77792000,4.00,1479.00000000,15,56,2024
360.00,51.68520763,15.82005379,41.63879815,4.796137667000000,-75.689531667000000,4.66704000,4.00,1482.20000000,15,56,2024
240.00,51.59598885,15.85672544,40.84421385,4.796169667000000,-75.689495167000000,6.29680000,3.00,1481.80000000,15,56,2024
360.00,55.27329163,2.53193677,60.59109953,4.796233833000000,-75.689457500000001,8.53772000,4.00,1481.50000000,15,56,2024
300.00,51.67170962,15.86676436,42.54005037,4.796196167000000,-75.689490832999997,5.98196000,3.00,1489.50000000,15,57,2024
180.00,51.59805210,15.80264900,41.79487697,4.796171833000000,-75.689522832999998,5.94492000,3.00,1488.90000000,15,57,2024
360.00,55.12564385,2.68936019,39.72549367,4.796109000000000,-75.689547332999991,1.90756000,4.00,1482.80000000,15,57,2024
180.00,55.23596451,-0.00662830,53.83493622,4.796113167000000,-75.689553833000005,2.83356000,4.00,1481.00000000,15,57,2024
240.00,55.42824619,0.00000000,52.36525158,4.796070000000001,-75.689597167000002,3.33360000,4.00,1479.80000000,15,57,2024
480.00,55.33942401,0.41760815,56.25700123,4.795726333000001,-75.689793332999997,6.50052000,5.00,1495.80000000,15,57,2024
240.00,55.54173970,0.06144289,54.95808281,4.795635667000000,-75.689860999999991,7.53764000,5.00,1494.40000000,15,57,2024
240.00,55.93362321,0.06235019,57.69029586,4.795607000000001,-75.689940167000004,5.53748000,5.00,1491.00000000,15,57,2024
180.00,55.98675668,0.09208029,61.21109448,4.795633000000001,-75.689988999999995,4.11144000,5.00,1490.40000000,15,57,2024
120.00,56.06129654,-0.01869957,31.19695338,4.795670333000001,-75.690032666999993,3.20396000,5.00,1487.10000000,15,57,2024
120.00,56.10765650,0.00000000,31.26288262,4.795636833000000,-75.690071000000003,2.94468000,5.00,1486.60000000,15,57,2024
60.00,56.14669482,-0.00605740,31.28859249,4.795644167000000,-75.690104833000004,3.27804000,5.00,1485.10000000,15,57,2024
120.00,56.16726046,0.00000000,31.14576120,4.795664167000000,-75.690115166999998,2.62984000,5.00,1484.10000000,15,57,2024
120.00,56.19580726,-0.00331456,31.13026742,4.795694500000000,-75.690120332999999,4.35220000,3.00,1484.20000000,15,57,2024
240.00,56.24656109,0.00000000,30.92776077,4.795632667000000,-75.690169667000004,0.57412000,5.00,1495.20000000,15,57,2024
180.00,56.35789332,0.00496559,31.16047413,4.795671833000000,-75.690183833000004,1.20380000,5.00,1489.80000000,15,57,2024
0.00,56.37152205,0.00047376,31.15722469,4.795721500000000,-75.690193667000000,2.20388000,5.00,1489.80000000,15,57,2024
0.00,56.38243246,0.00026997,31.01914738,4.795739000000001,-75.690198167000009,1.68532000,5.00,1489.90000000,15,58,2024
0.00,56.39887755,0.00635865,30.99499550,4.795773000000000,-75.690203999999994,1.42604000,5.00,1490.30000000,15,58,2024
0.00,56.41163136,0.00618835,30.98233784,4.795787500000001,-75.690211167000001,1.79644000,5.00,1490.50000000,15,58,2024
0.00,56.42085285,0.00426767,31.14927841,4.795808500000000,-75.690217000000004,1.40752000,5.00,1491.20000000,15,58,2024
0.00,56.42520959,0.00680392,31.16258685,4.795815000000001,-75.690220499999991,0.64820000,4.00,1491.20000000,15,58,2024
0.00,56.43390821,-0.00237237,31.21620042,4.795834833000000,-75.690226667000004,0.88896000,5.00,1491.80000000,15,58,2024
0.00,56.45204518,0.00000000,31.02646355,4.795832167000001,-75.690229333000003,0.48152000,5.00,1491.10000000,15,58,2024
0.00,56.44857227,0.00622046,31.06735898,4.795829667000000,-75.690230666999998,0.44448000,5.00,1490.00000000,15,58,2024
0.00,56.46034720,-0.00266828,31.13088928,4.795821833000000,-75.690227500000002,0.31484000,5.00,1488.80000000,15,58,2024
0.00,56.45931929,0.00000000,31.24860773,4.795821833000000,-75.690228000000008,0.42596000,5.00,1488.40000000,15,58,2024
0.00,56.46938895,-0.00817489,31.22389367,4.795822500000000,-75.690228667000001,0.92600000,5.00,1487.60000000,15,58,2024
0.00,56.48020578,0.00000000,31.11799179,4.795820500000000,-75.690229666999995,0.46300000,5.00,1486.90000000,15,58,2024
60.00,56.49777978,0.01922834,31.16003443,4.795806167000001,-75.690234667000000,0.92600000,5.00,1485.30000000,15,58,2024
60.00,56.49734455,0.01386969,31.16082804,4.795798833000000,-75.690236500000001,0.38892000,5.00,1484.80000000,15,58,2024
0.00,56.49823580,0.02046785,31.19613808,4.795797833000000,-75.690239500000000,0.16668000,5.00,1484.30000000,15,58,2024
0.00,56.50860849,0.01696428,31.17026590,4.795802167000000,-75.690241499999997,0.90748000,5.00,1484.30000000,15,58,2024
0.00,56.51369011,0.01813260,31.22703764,4.795808500000000,-75.690246000000005,1.53716000,5.00,1484.20000000,15,58,2024
0.00,56.53105764,0.02190138,31.33792370,4.795810333000001,-75.690248499999999,0.77784000,5.00,1484.30000000,15,58,2024
0.00,56.53312238,0.01985089,31.30303323,4.795813167000001,-75.690248667000004,0.59264000,5.00,1484.40000000,15,58,2024
60.00,56.53820251,0.01887938,31.13157547,4.795817667000000,-75.690250667000000,0.11112000,6.00,1484.40000000,15,58,2024
0.00,56.54194280,0.02441809,31.19635263,4.795819667000000,-75.690250000000007,0.51856000,6.00,1484.40000000,15,58,2024
60.00,56.54142291,0.01976853,31.39591438,4.795816667000001,-75.690252167000000,0.42596000,6.00,1484.10000000,15,58,2024
0.00,56.54853807,0.01678421,31.41698833,4.795842833000000,-75.690250332999990,1.31492000,6.00,1483.80000000,15,59,2024
0.00,56.55147029,0.01417398,31.34836382,4.795857167000001,-75.690248499999999,1.07416000,6.00,1484.00000000,15,59,2024
0.00,56.55406086,0.01836291,31.31045291,4.795878000000000,-75.690246500000002,3.22248000,6.00,1484.00000000,15,59,2024
0.00,56.56103045,0.02368946,31.25030345,4.795899667000001,-75.690243332999997,2.75948000,5.00,1484.10000000,15,59,2024
0.00,56.56263322,0.02159430,31.27020320,4.795902500000001,-75.690242667000005,1.00008000,5.00,1484.10000000,15,59,2024
0.00,56.56845161,0.02297618,31.22040643,4.795918167000000,-75.690243167000001,1.22232000,5.00,1484.10000000,15,59,2024
0.00,56.57563956,0.02539937,31.29039614,4.795918833000000,-75.690250667000000,0.29632000,6.00,1485.40000000,15,59,2024
0.00,56.57383477,0.02126906,31.33205958,4.795904333000001,-75.690255332999996,0.29632000,6.00,1485.60000000,15,59,2024
0.00,56.57093969,0.01675490,31.42188927,4.795899333000001,-75.690259832999995,0.33336000,6.00,1485.50000000,15,59,2024
0.00,56.57756614,0.01704384,31.37056821,4.795890833000000,-75.690264999999996,0.81488000,6.00,1485.50000000,15,59,2024
0.00,56.58441245,0.02427572,31.34842827,4.795884500000000,-75.690269166999994,0.01852000,6.00,1485.60000000,15,59,2024
0.00,56.57477653,0.01723926,31.40941160,4.795880500000000,-75.690276832999998,1.31492000,6.00,1485.80000000,15,59,2024
0.00,56.58208776,0.02171713,31.31665960,4.795889167000001,-75.690286666999995,1.51864000,6.00,1486.80000000,15,59,2024
0.00,56.57473791,0.01515387,31.52185389,4.795896833000001,-75.690297666999999,1.75940000,6.00,1487.70000000,15,59,2024
0.00,56.58088754,0.01646736,31.38857537,4.795900833000001,-75.690307333000008,1.12972000,6.00,1488.70000000,15,59,2024
60.00,56.58955943,0.01297076,31.57328221,4.795900500000001,-75.690315666999996,0.83340000,6.00,1489.60000000,15,59,2024
60.00,56.58475112,0.00471155,31.48962008,4.795899667000001,-75.690316667000008,0.18520000,6.00,1489.60000000,15,59,2024
0.00,56.59406322,0.00353904,31.43919464,4.795889000000000,-75.690309333000005,0.09260000,6.00,1488.90000000,15,59,2024
60.00,56.59076559,-0.00487791,31.57253968,4.795876167000001,-75.690304999999993,0.42596000,6.00,1487.30000000,15,59,2024
0.00,56.58576566,0.00000000,31.57224912,4.795863167000001,-75.690301500000005,0.09260000,6.00,1487.10000000,15,59,2024
0.00,56.59218416,-0.00263897,31.48252269,4.795845500000001,-75.690296666999996,0.22224000,6.00,1486.10000000,16,0,2024
0.00,56.59425335,0.00000000,31.45412655,4.795826500000001,-75.690291166999994,0.79636000,6.00,1485.00000000,16,0,2024
0.00,56.58905290,-0.00326710,31.40913218,4.795820000000000,-75.690284999999999,1.00008000,6.00,1484.00000000,16,0,2024
60.00,56.60037774,0.00000000,31.53933493,4.795804333000000,-75.690278500000003,0.25928000,6.00,1483.10000000,16,0,2024
60.00,56.59456678,0.00213901,31.54200303,4.795794333000000,-75.690272832999996,1.37048000,6.00,1483.00000000,16,0,2024
0.00,56.60723147,0.00726874,31.50635435,4.795822000000001,-75.690270832999999,0.96304000,6.00,1482.70000000,16,0,2024
0.00,56.60923827,0.00680392,31.43427150,4.795826500000001,-75.690266832999997,1.33344000,6.00,1483.10000000,16,0,2024
0.00,56.60667146,0.01083233,31.51052752,4.795830833000001,-75.690287499999993,0.83340000,6.00,1482.60000000,16,0,2024
0.00,56.61210365,0.00701888,31.37321110,4.795817333000001,-75.690321333000003,3.14840000,6.00,1482.20000000,16,0,2024
0.00,56.61908809,-0.01380434,31.23560082,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.61796660,0.00000000,31.39866528,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.61333654,-0.00501889,31.30971200,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.61180359,0.00000000,31.54588693,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.62166084,0.00594687,31.27828641,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.61351925,0.00966680,31.29799756,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.62553036,0.01001855,31.35079138,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
0.00,56.62761440,0.01432334,31.37217972,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
60.00,56.62750597,0.03250981,31.23929240,4.795817333000001,-75.690321333000003,3.14840000,5.00,1482.10000000,16,0,2024
120.00,56.63325157,0.02908859,31.34962056,4.795830500000000,-75.690610500000001,1.03712000,3.00,1488.10000000,16,0,2024
120.00,56.17063682,2.94112461,63.62205578,4.795839000000000,-75.690644166999998,2.44464000,4.00,1486.90000000,16,0,2024
240.00,56.35911137,2.57345479,57.37416307,4.795719500000000,-75.690547167000001,18.26072000,4.00,1486.80000000,16,0,2024
300.00,55.74802295,7.43432662,62.54147912,4.795598500000000,-75.690452332999997,16.00128000,0.00,1486.80000000,16,1,2024
300.00,56.29312158,0.90185477,57.47549641,4.795615167000001,-75.690423499999992,11.50092000,4.00,1487.80000000,16,1,2024
240.00,56.25643171,1.80679239,61.23195342,4.795641500000001,-75.690329167000003,13.11216000,5.00,1486.90000000,16,1,2024
360.00,56.50082935,0.04292281,31.69168185,4.795372833000000,-75.689910999999998,28.89120000,4.00,1482.90000000,16,1,2024
240.00,56.53611104,0.03293833,31.47844726,4.795697667000000,-75.689995332999995,18.24220000,5.00,1481.30000000,16,1,2024
180.00,56.55843245,0.03617390,31.49687920,4.795697667000000,-75.689995332999995,18.24220000,5.00,1482.00000000,16,1,2024
240.00,56.56045708,0.04003760,31.50337513,4.795711333000000,-75.689957500000009,7.24132000,3.00,1485.30000000,16,1,2024
240.00,56.57915257,0.04152557,31.65874630,4.795677500000000,-75.689925000000002,4.53740000,4.00,1486.80000000,16,1,2024
1680.00,52.29784831,13.58235339,32.06578618,4.795738167000000,-75.689717167000001,11.53796000,5.00,1484.50000000,16,1,2024
1440.00,54.19475787,10.69915554,46.28122189,4.795841167000000,-75.689548832999999,11.33424000,5.00,1481.10000000,16,1,2024
960.00,54.75072533,0.07809811,38.63037630,4.795875500000001,-75.689418666999994,8.38956000,6.00,1483.20000000,16,1,2024
1260.00,56.14879372,0.02619640,31.67258505,4.795831500000001,-75.689309832999995,5.37080000,6.00,1480.90000000,16,1,2024
1320.00,54.46515333,7.13822458,39.18449077,4.795614167000000,-75.689193833000008,9.85264000,5.00,1478.80000000,16,2,2024
540.00,53.86766839,12.74548417,45.65251177,4.795485333000001,-75.689062500000003,9.46372000,6.00,1477.40000000,16,2,2024
1020.00,54.13772369,12.30855809,42.02100003,4.795389167000000,-75.688882332999991,9.05628000,6.00,1477.00000000,16,2,2024
300.00,55.18399412,0.02269562,44.64740546,4.795390833000000,-75.688810333000002,8.77848000,6.00,1477.20000000,16,2,2024
240.00,55.82819552,0.02506995,31.15307454,4.795390000000001,-75.688733832999997,8.72292000,6.00,1477.30000000,16,2,2024
240.00,54.63388071,4.34887080,52.25212763,4.795429500000000,-75.688695333000000,5.48192000,6.00,1477.30000000,16,2,2024
240.00,55.25640092,3.27647502,50.91906981,4.795515500000001,-75.688662167000000,4.94484000,5.00,1478.10000000,16,2,2024
180.00,55.71185594,0.13786402,52.86067252,4.795583333000000,-75.688619500000005,6.94500000,6.00,1480.10000000,16,2,2024
6540.00,53.84604662,12.12423813,49.31940313,4.795690000000001,-75.687970167000004,4.11144000,6.00,1482.30000000,16,3,2024
480.00,52.39414512,15.88688826,41.93661258,4.795742833000001,-75.687974499999999,4.05588000,6.00,1483.30000000,16,3,2024
840.00,53.48870061,1.21432449,40.21616510,4.795785500000000,-75.687950333000006,5.94492000,4.00,1483.10000000,16,3,2024
540.00,55.21638222,0.96038954,38.45849165,4.795785500000000,-75.687950333000006,5.94492000,4.00,1483.10000000,16,3,2024
720.00,54.49783703,16.03003498,26.63652524,4.795782667000000,-75.687856832999997,5.59304000,0.00,1483.10000000,16,3,2024
7800.00,54.04198391,5.07804777,24.70579543,4.794038167000000,-75.688242166999994,19.20524000,6.00,1477.90000000,16,3,2024
900.00,53.59121836,7.56923227,22.11095342,4.793899500000001,-75.688283499999995,16.22352000,6.00,1478.00000000,16,3,2024
600.00,53.27751697,8.17688557,29.93244161,4.793801000000001,-75.688294000000002,17.16804000,6.00,1477.90000000,16,3,2024
4020.00,53.39923822,15.68294829,22.79321576,4.793230167000000,-75.688469499999992,15.09380000,6.00,1478.20000000,16,4,2024
1020.00,55.03885225,3.30199107,29.00132934,4.793091667000000,-75.688540833000006,14.18632000,5.00,1475.40000000,16,4,2024
5040.00,52.07006658,7.63126503,38.71414748,4.791968500000001,-75.688977667000001,17.51992000,6.00,1469.90000000,16,4,2024
2820.00,52.42688675,9.58080435,35.34085709,4.791650000000000,-75.689197500000009,8.31548000,6.00,1476.20000000,16,4,2024
660.00,51.97503090,12.38127186,33.61328868,4.791556833000000,-75.689223666999989,10.96384000,5.00,1478.00000000,16,4,2024
480.00,52.56626074,11.51111312,31.08597397,4.791474833000000,-75.689222000000002,12.90844000,5.00,1478.50000000,16,5,2024
480.00,54.46703982,-0.01079350,30.12263882,4.791472167000001,-75.689294500000006,12.57508000,5.00,1478.00000000,16,5,2024
1020.00,54.26933636,0.00000000,51.75328173,4.791149000000000,-75.689389667000002,12.53804000,4.00,1480.50000000,16,5,2024
180.00,54.67192380,0.84001464,51.05855214,4.791133667000001,-75.689419999999998,9.11184000,4.00,1479.50000000,16,5,2024
120.00,55.29003231,0.02315764,69.13429881,4.791189000000001,-75.689472332999994,3.27804000,4.00,1480.10000000,16,5,2024
0.00,55.34088715,0.02301387,31.43072437,4.791142167000001,-75.689480333000007,4.46332000,6.00,1484.50000000,16,5,2024
60.00,55.37043364,0.02786862,31.47860855,4.791127333000001,-75.689487166999995,2.37056000,6.00,1488.60000000,16,5,2024
0.00,55.52498416,0.01841596,31.57823252,4.791057667000001,-75.689542999999996,0.55560000,5.00,1501.20000000,16,5,2024
0.00,55.72826538,0.01738164,31.67639771,4.791221000000001,-75.689668832999998,0.03704000,6.00,1503.90000000,16,5,2024
0.00,55.80008989,0.01854019,31.75924990,4.791214000000000,-75.689675832999991,0.01852000,7.00,1512.80000000,16,6,2024
0.00,55.86818154,0.02008818,31.76766751,4.791209333000001,-75.689684666999994,0.11112000,7.00,1517.20000000,16,6,2024
0.00,55.92059310,0.02476984,31.38450311,4.791204000000001,-75.689690666999993,0.09260000,9.00,1508.00000000,16,6,2024
0.00,55.93840626,0.03007964,31.50413875,4.791200000000000,-75.689696832999997,0.01852000,9.00,1501.30000000,16,7,2024
0.00,55.95100113,0.02582510,31.63766270,4.791203000000001,-75.689700666999994,0.09260000,8.00,1500.00000000,16,7,2024
0.00,55.95919026,0.03163322,31.53879701,4.791204000000001,-75.689701666999997,0.00000000,9.00,1499.70000000,16,7,2024
0.00,55.94919486,0.02505181,31.63663984,4.791204667000000,-75.689702999999992,0.11112000,9.00,1499.20000000,16,7,2024
0.00,55.95989434,0.02848838,31.53816228,4.791205833000001,-75.689704332999996,0.07408000,9.00,1498.80000000,16,7,2024
0.00,55.96106486,0.02920165,31.71797846,4.791207500000000,-75.689705500000004,0.09260000,8.00,1498.50000000,16,7,2024
0.00,55.95533708,0.02009516,31.61469884,4.791208500000000,-75.689705667000000,0.05556000,8.00,1497.90000000,16,7,2024
0.00,55.97005165,0.02898390,31.62500136,4.791219500000001,-75.689708832999995,0.11112000,9.00,1497.60000000,16,7,2024
0.00,55.96310285,0.02020962,31.48225386,4.791218667000000,-75.689710833000010,0.03704000,10.00,1495.50000000,16,7,2024
0.00,55.96245075,0.01295541,31.47654400,4.791218167000001,-75.689711000000006,0.03704000,10.00,1495.20000000,16,7,2024
0.00,55.96748336,0.02555431,31.49399700,4.791217000000000,-75.689710833000010,0.00000000,9.00,1494.70000000,16,8,2024
0.00,55.96887074,0.02210099,31.43988261,4.791216000000001,-75.689710000000003,0.05556000,9.00,1494.50000000,16,8,2024
0.00,55.97477528,0.02102340,31.43975362,4.791212833000001,-75.689707833000001,0.20372000,9.00,1500.80000000,16,8,2024
0.00,55.97532489,0.01296518,31.52736149,4.791211833000001,-75.689705500000004,0.37040000,9.00,1505.10000000,16,8,2024
0.00,55.99303555,0.02620338,31.24242605,4.791216333000001,-75.689712000000000,0.14816000,9.00,1505.30000000,16,8,2024
0.00,55.98966662,0.01833360,31.22214467,4.791203667000000,-75.689698332999997,0.25928000,11.00,1504.60000000,16,9,2024
0.00,55.99730613,0.02699063,31.50235340,4.791228000000001,-75.689701166999991,0.03704000,10.00,1505.00000000,16,9,2024
0.00,55.98982853,0.01821216,31.52528535,4.791225333000000,-75.689686332999999,0.11112000,10.00,1499.40000000,16,9,2024
0.00,55.99887325,0.01728393,31.57690883,4.791219667000000,-75.689682000000004,0.09260000,10.00,1498.50000000,16,9,2024
0.00,55.98933091,0.01382921,31.50142847,4.791217167000000,-75.689672000000003,0.01852000,11.00,1501.20000000,16,10,2024
0.00,55.99364903,0.01785483,31.31514548,4.791228667000001,-75.689656333000003,0.09260000,9.00,1498.00000000,16,10,2024
1740.00,54.19596998,2.98141987,40.18019379,4.791472333000000,-75.689531667000000,10.63048000,10.00,1497.60000000,16,10,2024
420.00,55.52302787,1.14206577,25.09491079,4.791530167000001,-75.689509833000006,11.96392000,11.00,1496.70000000,16,10,2024
1920.00,55.91641759,0.01335602,31.50436461,4.791819667000001,-75.689419167000000,9.07480000,11.00,1501.80000000,16,10,2024
2400.00,55.94664143,0.00923688,31.54013105,4.792225333000001,-75.689228999999995,14.24188000,10.00,1504.40000000,16,10,2024
360.00,55.94390528,0.00605016,31.47882361,4.792291667000000,-75.689196667000002,13.70480000,11.00,1504.80000000,16,11,2024
1800.00,55.94565956,10.31032471,31.19455040,4.792573833000000,-75.689114833000008,10.87124000,10.00,1502.60000000,16,11,2024
2340.00,55.60315439,0.51486645,38.60951444,4.792681667000000,-75.689321167000001,7.03760000,10.00,1489.40000000,16,11,2024
